Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 2453,9305X,881942,538,Cuenta Corriente Premium,132
Usuario 2454,9786X,703919,658,Cuenta Corriente Premium,100
Usuario 2455,8640X,9977548,352,Cuenta Corriente Premium,367
Usuario 2456,1916X,4118800,325,Cuenta Corriente Premium,129
Usuario 2457,5023X,455254,555,Cuenta Corriente Premium,288
Usuario 2458,3006X,2435243,622,Cuenta Corriente Premium,105
Usuario 2459,6177X,10689117,633,Cuenta Corriente Premium,108
Usuario 2460,3916X,1775919,577,Cuenta Corriente Premium,270
Usuario 2461,9303X,13886319,558,Cuenta Corriente Premium,218
Usuario 2462,2131X,176265,517,Cuenta Corriente Premium,305
Usuario 2463,4038X,13258387,403,Cuenta Corriente Premium,240
Usuario 2464,6333X,10153548,632,Cuenta Corriente Premium,38
Usuario 2465,2771X,8950601,415,Cuenta Corriente Premium,10
Usuario 2466,1576X,4693440,375,Cuenta Corriente Premium,189
Usuario 2467,9548X,4460091,529,Cuenta Corriente Premium,229
Usuario 2468,4688X,1886591,452,Cuenta Corriente Premium,125
Usuario 2469,5141X,12747690,890,Cuenta Corriente Premium,148
Usuario 2470,6322X,6624263,597,Cuenta Corriente Premium,275
Usuario 2471,5906X,6503226,370,Cuenta Corriente Premium,52
Usuario 2472,9407X,1170393,884,Cuenta Corriente Premium,260
Usuario 2473,5819X,12862843,430,Cuenta Corriente Premium,335
Usuario 2474,6132X,12019527,725,Cuenta Corriente Premium,387
Usuario 2475,4637X,4352695,628,Cuenta Corriente Premium,349
Usuario 2476,4309X,5517850,302,Cuenta Corriente Premium,190
Usuario 2477,8289X,10475428,674,Cuenta Corriente Premium,191
Usuario 2478,9409X,8428916,656,Cuenta Corriente Premium,160
Usuario 2479,3976X,4499888,778,Cuenta Corriente Premium,8
Usuario 2480,1085X,6333481,464,Cuenta Corriente Premium,89
Usuario 2481,9678X,14094531,636,Cuenta Corriente Premium,374
Usuario 2482,4601X,9556914,836,Cuenta Corriente Premium,10
Usuario 2483,8609X,1684618,610,Cuenta Corriente Premium,287
Usuario 2484,5489X,306390,325,Cuenta Corriente Premium,114
Usuario 2485,1257X,2430518,308,Cuenta Corriente Premium,242
Usuario 2486,6317X,9962649,432,Cuenta Corriente Premium,264
Usuario 2487,2448X,6281723,890,Cuenta Corriente Premium,64
Usuario 2488,3338X,14621491,403,Cuenta Corriente Premium,78
Usuario 2489,9246X,14412859,819,Cuenta Corriente Premium,25
Usuario 2490,3066X,4933919,658,Cuenta Corriente Premium,249
Usuario 2491,5227X,10295283,827,Cuenta Corriente Premium,20
Usuario 2492,6093X,6010093,615,Cuenta Corriente Premium,326
Usuario 2493,1045X,756496,657,Cuenta Corriente Premium,110
Usuario 2494,5793X,11508134,723,Cuenta Corriente Premium,91
Usuario 2495,5728X,9354351,563,Cuenta Corriente Premium,323
Usuario 2496,8207X,4691234,863,Cuenta Corriente Premium,271
Usuario 2497,3542X,11827872,493,Cuenta Corriente Premium,105
Usuario 2498,7600X,13994343,382,Cuenta Corriente Premium,186
Usuario 2499,8321X,14030678,379,Cuenta Corriente Premium,329
Usuario 2500,2744X,9658152,398,Cuenta Corriente Premium,214
Usuario 2501,5680X,5258378,449,Cuenta Corriente Premium,394
Usuario 2502,5458X,8269376,705,Cuenta Corriente Premium,100
Usuario 2503,7533X,3409376,465,Cuenta Corriente Premium,91
Usuario 2504,2432X,10619907,866,Cuenta Corriente Premium,30
Usuario 2505,6297X,8507509,744,Cuenta Corriente Premium,391
Usuario 2506,1584X,1160782,310,Cuenta Corriente Premium,75
Usuario 2507,7942X,14095169,583,Cuenta Corriente Premium,95
Usuario 2508,5076X,8433785,397,Cuenta Corriente Premium,236
Usuario 2509,6156X,160868,497,Cuenta Corriente Premium,48
Usuario 2510,7839X,3447974,861,Cuenta Corriente Premium,399
Usuario 2511,5358X,13107767,783,Cuenta Corriente Premium,286
Usuario 2512,9788X,1312712,670,Cuenta Corriente Premium,75
Usuario 2513,3747X,3954108,701,Cuenta Corriente Premium,102
Usuario 2514,6068X,721360,406,Cuenta Corriente Premium,64
Usuario 2515,7388X,1056146,858,Cuenta Corriente Premium,380
Usuario 2516,1975X,10613815,349,Cuenta Corriente Premium,384
Usuario 2517,8479X,14121780,843,Cuenta Corriente Premium,323
Usuario 2518,6582X,12008642,680,Cuenta Corriente Premium,253
Usuario 2519,8871X,7767693,436,Cuenta Corriente Premium,101
Usuario 2520,5477X,14559313,746,Cuenta Corriente Premium,353
Usuario 2521,3267X,1168812,624,Cuenta Corriente Premium,351
Usuario 2522,8088X,2847706,501,Cuenta Corriente Premium,209
Usuario 2523,2221X,5306465,872,Cuenta Corriente Premium,105
Usuario 2524,3907X,9919466,316,Cuenta Corriente Premium,339
Usuario 2525,1043X,10224925,379,Cuenta Corriente Premium,58
Usuario 2526,2561X,13053819,630,Cuenta Corriente Premium,58
Usuario 2527,2852X,9819659,379,Cuenta Corriente Premium,30
Usuario 2528,4243X,9000319,570,Cuenta Corriente Premium,353
Usuario 2529,4543X,8723993,381,Cuenta Corriente Premium,36
Usuario 2530,6477X,1451795,452,Cuenta Corriente Premium,88
Usuario 2531,8501X,3286538,777,Cuenta Corriente Premium,301
Usuario 2532,9403X,11967560,641,Cuenta Corriente Premium,47
Usuario 2533,1093X,3738699,435,Cuenta Corriente Premium,241
Usuario 2534,1374X,12612159,725,Cuenta Corriente Premium,26
Usuario 2535,1721X,1102881,617,Cuenta Corriente Premium,119
Usuario 2536,5724X,14170015,764,Cuenta Corriente Premium,349
Usuario 2537,7295X,13090721,849,Cuenta Corriente Premium,48
Usuario 2538,6158X,1794928,897,Cuenta Corriente Premium,103
Usuario 2539,2578X,7340965,468,Cuenta Corriente Premium,153
Usuario 2540,6593X,5687945,492,Cuenta Corriente Premium,172
Usuario 2541,4850X,504145,426,Cuenta Corriente Premium,212
Usuario 2542,3371X,11754971,881,Cuenta Corriente Premium,387
Usuario 2543,5055X,5389940,532,Cuenta Corriente Premium,152
Usuario 2544,7035X,7120763,606,Cuenta Corriente Premium,179
Usuario 2545,6487X,12484131,779,Cuenta Corriente Premium,200
Usuario 2546,9958X,11234434,560,Cuenta Corriente Premium,54
Usuario 2547,2709X,8885638,533,Cuenta Corriente Premium,119
Usuario 2548,9423X,13425401,431,Cuenta Corriente Premium,232
Usuario 2549,6283X,6919355,682,Cuenta Corriente Premium,95
Usuario 2550,4336X,3684683,676,Cuenta Corriente Premium,261
Usuario 2551,6564X,1563458,318,Cuenta Corriente Premium,133
Usuario 2552,4234X,14512311,438,Cuenta Corriente Premium,344
Usuario 2553,2323X,3328201,746,Cuenta Corriente Premium,241
Usuario 2554,9412X,8153381,621,Cuenta Corriente Premium,15
Usuario 2555,6333X,105752,522,Cuenta Corriente Premium,303
Usuario 2556,8230X,10787821,688,Cuenta Corriente Premium,292
Usuario 2557,3489X,4351388,880,Cuenta Corriente Premium,19
Usuario 2558,1883X,5175946,871,Cuenta Corriente Premium,154
Usuario 2559,5313X,3376047,856,Cuenta Corriente Premium,212
Usuario 2560,7726X,8034627,433,Cuenta Corriente Premium,393
Usuario 2561,8276X,14179881,464,Cuenta Corriente Premium,387
Usuario 2562,3024X,9797772,326,Cuenta Corriente Premium,356
Usuario 2563,9572X,10346163,708,Cuenta Corriente Premium,257
Usuario 2564,3862X,2271805,891,Cuenta Corriente Premium,252
Usuario 2565,8866X,8258040,409,Cuenta Corriente Premium,93
Usuario 2566,8040X,8355514,710,Cuenta Corriente Premium,113
Usuario 2567,5342X,9885012,379,Cuenta Corriente Premium,340
Usuario 2568,7211X,9446837,313,Cuenta Corriente Premium,152
Usuario 2569,3383X,4886392,757,Cuenta Corriente Premium,112
Usuario 2570,3881X,4334103,735,Cuenta Corriente Premium,276
Usuario 2571,3809X,8209081,552,Cuenta Corriente Premium,25
Usuario 2572,2168X,2759107,873,Cuenta Corriente Premium,303
Usuario 2573,3752X,13005501,347,Cuenta Corriente Premium,400
Usuario 2574,7438X,2431715,799,Cuenta Corriente Premium,69
Usuario 2575,7866X,10452208,841,Cuenta Corriente Premium,200
Usuario 2576,3937X,1223720,401,Cuenta Corriente Premium,143
Usuario 2577,6828X,11375557,382,Cuenta Corriente Premium,111
Usuario 2578,4610X,5763792,334,Cuenta Corriente Premium,229
Usuario 2579,3843X,7857464,742,Cuenta Corriente Premium,207
Usuario 2580,5466X,14435132,319,Cuenta Corriente Premium,31
Usuario 2581,3850X,133587,773,Cuenta Corriente Premium,166
Usuario 2582,8347X,2827475,809,Cuenta Corriente Premium,305
Usuario 2583,8673X,9478408,329,Cuenta Corriente Premium,133
Usuario 2584,1142X,4540799,405,Cuenta Corriente Premium,160
Usuario 2585,8959X,1397579,331,Cuenta Corriente Premium,294
Usuario 2586,5794X,7614459,422,Cuenta Corriente Premium,201
Usuario 2587,7637X,4465471,357,Cuenta Corriente Premium,286
Usuario 2588,3642X,14081712,446,Cuenta Corriente Premium,323
Usuario 2589,3360X,2142803,422,Cuenta Corriente Premium,354
Usuario 2590,5263X,4639514,318,Cuenta Corriente Premium,171
Usuario 2591,4929X,7766321,455,Cuenta Corriente Premium,48
Usuario 2592,5502X,7182068,523,Cuenta Corriente Premium,138
Usuario 2593,5459X,9171178,302,Cuenta Corriente Premium,285
Usuario 2594,1350X,2489498,416,Cuenta Corriente Premium,130
Usuario 2595,6658X,10928740,654,Cuenta Corriente Premium,326
Usuario 2596,5992X,7194221,546,Cuenta Corriente Premium,268
Usuario 2597,7141X,9085691,871,Cuenta Corriente Premium,342
Usuario 2598,5063X,13462619,416,Cuenta Corriente Premium,164
Usuario 2599,8813X,12235558,488,Cuenta Corriente Premium,197
Usuario 2600,8772X,13593476,725,Cuenta Corriente Premium,182
Usuario 2601,4094X,12965442,563,Cuenta Corriente Premium,108
Usuario 2602,8699X,13284669,769,Cuenta Corriente Premium,139
Usuario 2603,6275X,2677280,569,Cuenta Corriente Premium,285
Usuario 2604,6837X,4870460,730,Cuenta Corriente Premium,382
Usuario 2605,9320X,2572710,433,Cuenta Corriente Premium,2
Usuario 2606,9493X,8405916,715,Cuenta Corriente Premium,310
Usuario 2607,3892X,465208,303,Cuenta Corriente Premium,116
Usuario 2608,3382X,9221750,531,Cuenta Corriente Premium,119
Usuario 2609,6229X,9276784,525,Cuenta Corriente Premium,92
Usuario 2610,9224X,12948849,717,Cuenta Corriente Premium,279
Usuario 2611,6414X,10148642,581,Cuenta Corriente Premium,224
Usuario 2612,4648X,13234615,730,Cuenta Corriente Premium,170
Usuario 2613,3937X,9768439,632,Cuenta Corriente Premium,379
Usuario 2614,6301X,6431795,826,Cuenta Corriente Premium,209
Usuario 2615,6402X,4168729,535,Cuenta Corriente Premium,148
Usuario 2616,1280X,7216409,706,Cuenta Corriente Premium,99
Usuario 2617,7879X,419028,446,Cuenta Corriente Premium,11
Usuario 2618,8554X,6519466,637,Cuenta Corriente Premium,344
Usuario 2619,9343X,6964482,836,Cuenta Corriente Premium,112
Usuario 2620,9560X,10466969,724,Cuenta Corriente Premium,56
Usuario 2621,3958X,8597813,623,Cuenta Corriente Premium,300
Usuario 2622,7441X,2864903,370,Cuenta Corriente Premium,366
Usuario 2623,8654X,9681375,752,Cuenta Corriente Premium,176
Usuario 2624,6751X,8720706,335,Cuenta Corriente Premium,284
Usuario 2625,6554X,11344299,421,Cuenta Corriente Premium,360
Usuario 2626,1673X,8750588,679,Cuenta Corriente Premium,54
Usuario 2627,4055X,5283862,426,Cuenta Corriente Premium,236
Usuario 2628,4998X,12121720,330,Cuenta Corriente Premium,136
Usuario 2629,9130X,3510095,363,Cuenta Corriente Premium,348
Usuario 2630,9845X,2115476,667,Cuenta Corriente Premium,19
Usuario 2631,5270X,2557034,618,Cuenta Corriente Premium,195
Usuario 2632,3427X,9351287,502,Cuenta Corriente Premium,242
Usuario 2633,1795X,8338142,856,Cuenta Corriente Premium,135
Usuario 2634,2971X,1989329,488,Cuenta Corriente Premium,287
Usuario 2635,7343X,4871016,491,Cuenta Corriente Premium,329
Usuario 2636,5201X,508430,404,Cuenta Corriente Premium,362
Usuario 2637,7029X,1275987,788,Cuenta Corriente Premium,200
Usuario 2638,2352X,5320691,314,Cuenta Corriente Premium,23
Usuario 2639,3612X,5034975,632,Cuenta Corriente Premium,14
Usuario 2640,8806X,6035193,446,Cuenta Corriente Premium,309
Usuario 2641,5232X,7109012,405,Cuenta Corriente Premium,258
Usuario 2642,4852X,2344805,305,Cuenta Corriente Premium,163
Usuario 2643,9256X,14637850,582,Cuenta Corriente Premium,149
Usuario 2644,7395X,8997406,576,Cuenta Corriente Premium,182
Usuario 2645,7645X,12293757,434,Cuenta Corriente Premium,380
Usuario 2646,9545X,2967793,415,Cuenta Corriente Premium,344
Usuario 2647,6913X,1666906,440,Cuenta Corriente Premium,143
Usuario 2648,8324X,6865744,456,Cuenta Corriente Premium,386
Usuario 2649,6878X,7681264,424,Cuenta Corriente Premium,194
Usuario 2650,8224X,6292834,502,Cuenta Corriente Premium,377
Usuario 2651,3545X,14322358,611,Cuenta Corriente Premium,363
Usuario 2652,3260X,2957266,470,Cuenta Corriente Premium,23
Usuario 2653,8956X,9908532,754,Cuenta Corriente Premium,211
Usuario 2654,1858X,487876,576,Cuenta Corriente Premium,330
Usuario 2655,1246X,4743838,398,Cuenta Corriente Premium,362
Usuario 2656,3858X,7107791,678,Cuenta Corriente Premium,11
Usuario 2657,6839X,6334047,737,Cuenta Corriente Premium,185
Usuario 2658,1965X,6574846,682,Cuenta Corriente Premium,178
Usuario 2659,1116X,9172077,673,Cuenta Corriente Premium,92
Usuario 2660,5963X,10641171,842,Cuenta Corriente Premium,1
Usuario 2661,6677X,12039495,430,Cuenta Corriente Premium,35
Usuario 2662,7630X,6621269,410,Cuenta Corriente Premium,236
Usuario 2663,6687X,8260061,564,Cuenta Corriente Premium,122
Usuario 2664,3396X,3037839,391,Cuenta Corriente Premium,319
Usuario 2665,2724X,6038516,748,Cuenta Corriente Premium,80
Usuario 2666,3075X,6540895,530,Cuenta Corriente Premium,116
Usuario 2667,3605X,120119,885,Cuenta Corriente Premium,212
Usuario 2668,4232X,14053244,302,Cuenta Corriente Premium,258
Usuario 2669,9957X,13637215,676,Cuenta Corriente Premium,237
Usuario 2670,9414X,14122588,320,Cuenta Corriente Premium,367
Usuario 2671,9073X,12297751,774,Cuenta Corriente Premium,36
Usuario 2672,6215X,11409972,768,Cuenta Corriente Premium,78
Usuario 2673,8534X,10414127,326,Cuenta Corriente Premium,37
Usuario 2674,8227X,13987057,505,Cuenta Corriente Premium,380
Usuario 2675,2667X,8175477,897,Cuenta Corriente Premium,252
Usuario 2676,7839X,2536525,503,Cuenta Corriente Premium,178
Usuario 2677,4765X,951532,321,Cuenta Corriente Premium,283
Usuario 2678,6008X,9746125,597,Cuenta Corriente Premium,115
Usuario 2679,9178X,14287436,679,Cuenta Corriente Premium,302
Usuario 2680,2073X,14191263,542,Cuenta Corriente Premium,314
Usuario 2681,3144X,6582099,861,Cuenta Corriente Premium,124
Usuario 2682,2887X,7648932,383,Cuenta Corriente Premium,84
Usuario 2683,3363X,8521894,645,Cuenta Corriente Premium,331
Usuario 2684,7308X,2898364,399,Cuenta Corriente Premium,204
Usuario 2685,2248X,8126552,863,Cuenta Corriente Premium,211
Usuario 2686,4739X,3747627,424,Cuenta Corriente Premium,33
Usuario 2687,4257X,979322,585,Cuenta Corriente Premium,66
Usuario 2688,5026X,12457895,847,Cuenta Corriente Premium,189
Usuario 2689,7711X,3369492,422,Cuenta Corriente Premium,266
Usuario 2690,8991X,14229187,733,Cuenta Corriente Premium,183
Usuario 2691,4957X,10380355,453,Cuenta Corriente Premium,317
Usuario 2692,2266X,11154374,326,Cuenta Corriente Premium,76
Usuario 2693,9646X,6727702,835,Cuenta Corriente Premium,334
Usuario 2694,7794X,1523665,839,Cuenta Corriente Premium,125
Usuario 2695,6631X,9301558,407,Cuenta Corriente Premium,175
Usuario 2696,9780X,7778385,436,Cuenta Corriente Premium,60
Usuario 2697,2983X,2411249,410,Cuenta Corriente Premium,15
Usuario 2698,6286X,7384308,462,Cuenta Corriente Premium,17
Usuario 2699,3001X,1058603,431,Cuenta Corriente Premium,17
Usuario 2700,1272X,4420471,379,Cuenta Corriente Premium,343
Usuario 2701,4215X,5230980,501,Cuenta Corriente Premium,386
Usuario 2702,9484X,9559095,872,Cuenta Corriente Premium,300
Usuario 2703,2436X,2435027,521,Cuenta Corriente Premium,264
Usuario 2704,6730X,8778474,488,Cuenta Corriente Premium,93
Usuario 2705,5996X,12464208,374,Cuenta Corriente Premium,12
Usuario 2706,9470X,8558564,353,Cuenta Corriente Premium,232
Usuario 2707,8230X,14745140,354,Cuenta Corriente Premium,172
Usuario 2708,4616X,4306086,643,Cuenta Corriente Premium,212
Usuario 2709,7793X,11988040,399,Cuenta Corriente Premium,21
Usuario 2710,1489X,3864361,573,Cuenta Corriente Premium,265
Usuario 2711,9349X,11370682,580,Cuenta Corriente Premium,105
Usuario 2712,1504X,4419591,598,Cuenta Corriente Premium,295
Usuario 2713,5301X,7481611,860,Cuenta Corriente Premium,385
Usuario 2714,1506X,4030843,573,Cuenta Corriente Premium,196
Usuario 2715,8549X,10807074,748,Cuenta Corriente Premium,212
Usuario 2716,1654X,1501287,821,Cuenta Corriente Premium,128
Usuario 2717,5840X,12110013,410,Cuenta Corriente Premium,197
Usuario 2718,1369X,10757400,374,Cuenta Corriente Premium,58
Usuario 2719,2272X,12816589,862,Cuenta Corriente Premium,111
Usuario 2720,3663X,2222464,714,Cuenta Corriente Premium,159
Usuario 2721,9401X,2319324,659,Cuenta Corriente Premium,12
Usuario 2722,3532X,536426,871,Cuenta Corriente Premium,303
Usuario 2723,1471X,5184018,603,Cuenta Corriente Premium,253
Usuario 2724,8735X,14221275,606,Cuenta Corriente Premium,357
Usuario 2725,2714X,8853579,542,Cuenta Corriente Premium,349
Usuario 2726,7758X,14678944,780,Cuenta Corriente Premium,23
Usuario 2727,6429X,2337747,365,Cuenta Corriente Premium,305
Usuario 2728,4229X,701468,467,Cuenta Corriente Premium,351
Usuario 2729,3379X,1393458,751,Cuenta Corriente Premium,245
Usuario 2730,3466X,4037177,799,Cuenta Corriente Premium,120
Usuario 2731,5663X,717540,457,Cuenta Corriente Premium,308
Usuario 2732,5292X,5524695,560,Cuenta Corriente Premium,222
Usuario 2733,3113X,5776349,856,Cuenta Corriente Premium,189
Usuario 2734,6079X,7983119,415,Cuenta Corriente Premium,9
Usuario 2735,8389X,9377148,436,Cuenta Corriente Premium,282
Usuario 2736,2423X,8413392,526,Cuenta Corriente Premium,171
Usuario 2737,9652X,11520537,396,Cuenta Corriente Premium,73
Usuario 2738,5108X,11714092,525,Cuenta Corriente Premium,135
Usuario 2739,4812X,1417327,581,Cuenta Corriente Premium,136
Usuario 2740,6462X,10373861,646,Cuenta Corriente Premium,333
Usuario 2741,1241X,1628165,637,Cuenta Corriente Premium,69
Usuario 2742,3087X,9631015,366,Cuenta Corriente Premium,163
Usuario 2743,7185X,11790105,772,Cuenta Corriente Premium,211
Usuario 2744,4722X,5274188,676,Cuenta Corriente Premium,350
Usuario 2745,2008X,10098688,610,Cuenta Corriente Premium,330
Usuario 2746,6206X,2147608,483,Cuenta Corriente Premium,349
Usuario 2747,2043X,13790119,862,Cuenta Corriente Premium,366
Usuario 2748,1834X,5554954,303,Cuenta Corriente Premium,181
Usuario 2749,9172X,12608606,900,Cuenta Corriente Premium,31
Usuario 2750,7460X,11183010,892,Cuenta Corriente Premium,209
Usuario 2751,7581X,13941366,609,Cuenta Corriente Premium,311
Usuario 2752,8435X,12399849,640,Cuenta Corriente Premium,105
Usuario 2753,6147X,8273024,395,Cuenta Corriente Premium,386
Usuario 2754,4631X,4223237,792,Cuenta Corriente Premium,141
Usuario 2755,4766X,9503857,361,Cuenta Corriente Premium,61
Usuario 2756,6223X,4429564,841,Cuenta Corriente Premium,362
Usuario 2757,9652X,6896561,496,Cuenta Corriente Premium,133
Usuario 2758,9008X,619576,397,Cuenta Corriente Premium,189
Usuario 2759,8203X,4200424,853,Cuenta Corriente Premium,19
Usuario 2760,1897X,10454293,348,Cuenta Corriente Premium,111
Usuario 2761,5458X,10064746,418,Cuenta Corriente Premium,80
Usuario 2762,1945X,11986323,781,Cuenta Corriente Premium,337
Usuario 2763,9575X,12188373,331,Cuenta Corriente Premium,301
Usuario 2764,3534X,6847539,794,Cuenta Corriente Premium,381
Usuario 2765,7351X,7696396,781,Cuenta Corriente Premium,243
Usuario 2766,2557X,5736382,438,Cuenta Corriente Premium,249
Usuario 2767,8352X,7815522,814,Cuenta Corriente Premium,390
Usuario 2768,1961X,4755417,586,Cuenta Corriente Premium,48
Usuario 2769,5053X,6811008,601,Cuenta Corriente Premium,376
Usuario 2770,4883X,13965088,555,Cuenta Corriente Premium,263
Usuario 2771,8451X,4311358,567,Cuenta Corriente Premium,240
Usuario 2772,4358X,1439246,884,Cuenta Corriente Premium,330
Usuario 2773,3246X,8173912,579,Cuenta Corriente Premium,24
Usuario 2774,7582X,10621485,620,Cuenta Corriente Premium,58
Usuario 2775,1593X,11446899,340,Cuenta Corriente Premium,219
Usuario 2776,1692X,6088432,662,Cuenta Corriente Premium,359
Usuario 2777,8236X,14116459,898,Cuenta Corriente Premium,135
Usuario 2778,9208X,6959630,882,Cuenta Corriente Premium,9
Usuario 2779,6603X,10493428,727,Cuenta Corriente Premium,393
Usuario 2780,6150X,8588392,366,Cuenta Corriente Premium,338
Usuario 2781,3108X,4575346,358,Cuenta Corriente Premium,179
Usuario 2782,8383X,2954528,900,Cuenta Corriente Premium,40
Usuario 2783,3148X,4098660,466,Cuenta Corriente Premium,265
Usuario 2784,1394X,11304812,414,Cuenta Corriente Premium,314
Usuario 2785,3356X,8035500,540,Cuenta Corriente Premium,37
Usuario 2786,5931X,11102690,850,Cuenta Corriente Premium,397
Usuario 2787,2026X,6624190,554,Cuenta Corriente Premium,211
Usuario 2788,3568X,13747756,669,Cuenta Corriente Premium,299
Usuario 2789,4815X,2178194,744,Cuenta Corriente Premium,295
Usuario 2790,1765X,13267955,559,Cuenta Corriente Premium,18
Usuario 2791,4754X,4833143,700,Cuenta Corriente Premium,220
Usuario 2792,8213X,1274757,669,Cuenta Corriente Premium,44
Usuario 2793,9683X,6045138,445,Cuenta Corriente Premium,336
Usuario 2794,5828X,6349698,704,Cuenta Corriente Premium,284
Usuario 2795,9839X,5537681,600,Cuenta Corriente Premium,64
Usuario 2796,9751X,8068804,350,Cuenta Corriente Premium,47
Usuario 2797,6064X,2701157,327,Cuenta Corriente Premium,295
Usuario 2798,6541X,9995576,660,Cuenta Corriente Premium,13
Usuario 2799,4377X,14059017,807,Cuenta Corriente Premium,393
Usuario 2800,8042X,7661026,396,Cuenta Corriente Premium,24
Usuario 2801,4796X,13761610,739,Cuenta Corriente Premium,85
Usuario 2802,6227X,4103367,419,Cuenta Corriente Premium,102
Usuario 2803,8403X,8124151,686,Cuenta Corriente Premium,107
Usuario 2804,1669X,2551987,355,Cuenta Corriente Premium,255
Usuario 2805,2447X,13507334,393,Cuenta Corriente Premium,88
Usuario 2806,2440X,9915742,807,Cuenta Corriente Premium,127
Usuario 2807,1820X,8741110,900,Cuenta Corriente Premium,144
Usuario 2808,8980X,14863104,791,Cuenta Corriente Premium,123
Usuario 2809,7928X,13277891,352,Cuenta Corriente Premium,236
Usuario 2810,1561X,5412398,368,Cuenta Corriente Premium,162
Usuario 2811,5754X,4934696,317,Cuenta Corriente Premium,291
Usuario 2812,3732X,3332112,456,Cuenta Corriente Premium,374
Usuario 2813,4195X,4791250,624,Cuenta Corriente Premium,63
Usuario 2814,6312X,11264538,540,Cuenta Corriente Premium,244
Usuario 2815,8774X,3360909,834,Cuenta Corriente Premium,289
Usuario 2816,5044X,1305611,504,Cuenta Corriente Premium,265
Usuario 2817,4765X,11935247,702,Cuenta Corriente Premium,185
Usuario 2818,6798X,14845377,449,Cuenta Corriente Premium,64
Usuario 2819,9438X,11314478,551,Cuenta Corriente Premium,131
Usuario 2820,7708X,8417574,629,Cuenta Corriente Premium,302
Usuario 2821,3752X,11153323,690,Cuenta Corriente Premium,340
Usuario 2822,5503X,4984096,601,Cuenta Corriente Premium,306
Usuario 2823,7980X,13639285,461,Cuenta Corriente Premium,153
Usuario 2824,8540X,2043907,454,Cuenta Corriente Premium,294
Usuario 2825,3448X,5377223,690,Cuenta Corriente Premium,385
Usuario 2826,3319X,14393773,767,Cuenta Corriente Premium,306
Usuario 2827,9399X,6668545,665,Cuenta Corriente Premium,342
Usuario 2828,4990X,9447719,647,Cuenta Corriente Premium,273
Usuario 2829,4259X,12016165,304,Cuenta Corriente Premium,331
Usuario 2830,1913X,11348589,549,Cuenta Corriente Premium,351
Usuario 2831,8670X,13712089,420,Cuenta Corriente Premium,258
Usuario 2832,2388X,7952884,747,Cuenta Corriente Premium,374
Usuario 2833,7877X,11950789,544,Cuenta Corriente Premium,247
Usuario 2834,7200X,5851986,515,Cuenta Corriente Premium,233
Usuario 2835,1787X,220613,779,Cuenta Corriente Premium,143
Usuario 2836,2034X,11567442,304,Cuenta Corriente Premium,285
Usuario 2837,7878X,6796116,623,Cuenta Corriente Premium,152
Usuario 2838,9448X,7422598,778,Cuenta Corriente Premium,397
Usuario 2839,2197X,13753117,599,Cuenta Corriente Premium,149
Usuario 2840,7790X,6840185,580,Cuenta Corriente Premium,121
Usuario 2841,4129X,330508,598,Cuenta Corriente Premium,15
Usuario 2842,1341X,12414284,637,Cuenta Corriente Premium,110
Usuario 2843,7326X,7832308,424,Cuenta Corriente Premium,391
Usuario 2844,1492X,2906813,310,Cuenta Corriente Premium,398
Usuario 2845,1422X,2974434,641,Cuenta Corriente Premium,357
Usuario 2846,3085X,7873062,680,Cuenta Corriente Premium,74
Usuario 2847,1945X,1125894,638,Cuenta Corriente Premium,248
Usuario 2848,2330X,751088,614,Cuenta Corriente Premium,219
Usuario 2849,4563X,12237272,649,Cuenta Corriente Premium,342
Usuario 2850,8861X,8350394,870,Cuenta Corriente Premium,355
Usuario 2851,8752X,10342277,786,Cuenta Corriente Premium,232
Usuario 2852,1281X,3806103,769,Cuenta Corriente Premium,129
Usuario 2853,7100X,7632506,559,Cuenta Corriente Premium,351
Usuario 2854,1772X,1842166,593,Cuenta Corriente Premium,227
Usuario 2855,7572X,5364610,725,Cuenta Corriente Premium,197
Usuario 2856,9886X,7504287,334,Cuenta Corriente Premium,74
Usuario 2857,3539X,546150,301,Cuenta Corriente Premium,73
Usuario 2858,4541X,12898940,402,Cuenta Corriente Premium,218
Usuario 2859,2401X,2988216,315,Cuenta Corriente Premium,332
Usuario 2860,2668X,2921788,805,Cuenta Corriente Premium,60
Usuario 2861,9799X,14076807,759,Cuenta Corriente Premium,42
Usuario 2862,5306X,10283459,713,Cuenta Corriente Premium,5
Usuario 2863,2025X,4777662,709,Cuenta Corriente Premium,315
Usuario 2864,6253X,10674735,718,Cuenta Corriente Premium,169
Usuario 2865,2127X,6953627,467,Cuenta Corriente Premium,262
Usuario 2866,4262X,5367327,595,Cuenta Corriente Premium,269
Usuario 2867,1528X,10280825,566,Cuenta Corriente Premium,174
Usuario 2868,8031X,8020471,759,Cuenta Corriente Premium,7
Usuario 2869,2010X,451860,782,Cuenta Corriente Premium,235
Usuario 2870,7834X,8483226,669,Cuenta Corriente Premium,260
Usuario 2871,4128X,5047287,813,Cuenta Corriente Premium,142
Usuario 2872,4589X,9687999,580,Cuenta Corriente Premium,151
Usuario 2873,3471X,11858622,570,Cuenta Corriente Premium,296
Usuario 2874,8259X,2619559,347,Cuenta Corriente Premium,225
