Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 5450,5075X,2448322,533,Cuenta Corriente Premium,350
Usuario 5451,5043X,5232278,853,Cuenta Corriente Premium,326
Usuario 5452,7311X,11336040,397,Cuenta Corriente Premium,149
Usuario 5453,5426X,12677898,332,Cuenta Corriente Premium,91
Usuario 5454,3383X,1105318,357,Cuenta Corriente Premium,333
Usuario 5455,6779X,9431010,778,Cuenta Corriente Premium,158
Usuario 5456,9854X,504558,717,Cuenta Corriente Premium,216
Usuario 5457,6345X,5795780,303,Cuenta Corriente Premium,115
Usuario 5458,9873X,11996290,474,Cuenta Corriente Premium,25
Usuario 5459,6402X,14336610,459,Cuenta Corriente Premium,376
Usuario 5460,7634X,10035820,448,Cuenta Corriente Premium,47
Usuario 5461,9220X,3564631,420,Cuenta Corriente Premium,239
Usuario 5462,9586X,7832498,710,Cuenta Corriente Premium,305
Usuario 5463,6509X,9151127,379,Cuenta Corriente Premium,364
Usuario 5464,5969X,3991611,320,Cuenta Corriente Premium,154
Usuario 5465,5950X,6131859,675,Cuenta Corriente Premium,110
Usuario 5466,6971X,9041290,474,Cuenta Corriente Premium,147
Usuario 5467,3542X,9826156,568,Cuenta Corriente Premium,67
Usuario 5468,1923X,517153,817,Cuenta Corriente Premium,50
Usuario 5469,6509X,13667550,553,Cuenta Corriente Premium,296
Usuario 5470,4344X,7386026,422,Cuenta Corriente Premium,126
Usuario 5471,7801X,7332380,628,Cuenta Corriente Premium,339
Usuario 5472,8311X,6283126,515,Cuenta Corriente Premium,364
Usuario 5473,3117X,9608625,565,Cuenta Corriente Premium,368
Usuario 5474,8058X,1982612,545,Cuenta Corriente Premium,275
Usuario 5475,6264X,1578027,845,Cuenta Corriente Premium,277
Usuario 5476,7091X,3210547,621,Cuenta Corriente Premium,42
Usuario 5477,1621X,1050804,519,Cuenta Corriente Premium,320
Usuario 5478,4745X,11429948,322,Cuenta Corriente Premium,223
Usuario 5479,3701X,10536642,399,Cuenta Corriente Premium,131
Usuario 5480,6059X,1039833,516,Cuenta Corriente Premium,196
Usuario 5481,8935X,12787864,868,Cuenta Corriente Premium,50
Usuario 5482,5767X,11668999,422,Cuenta Corriente Premium,201
Usuario 5483,7005X,6361476,348,Cuenta Corriente Premium,44
Usuario 5484,9845X,13213917,743,Cuenta Corriente Premium,227
Usuario 5485,1717X,6654952,680,Cuenta Corriente Premium,55
Usuario 5486,5414X,5638753,468,Cuenta Corriente Premium,324
Usuario 5487,4658X,5361652,824,Cuenta Corriente Premium,387
Usuario 5488,5462X,14210390,883,Cuenta Corriente Premium,106
Usuario 5489,8388X,6830363,689,Cuenta Corriente Premium,62
Usuario 5490,5578X,6072612,713,Cuenta Corriente Premium,292
Usuario 5491,8981X,10017751,833,Cuenta Corriente Premium,310
Usuario 5492,3419X,1159875,326,Cuenta Corriente Premium,215
Usuario 5493,5879X,10977667,641,Cuenta Corriente Premium,218
Usuario 5494,5089X,9134735,866,Cuenta Corriente Premium,121
Usuario 5495,7034X,6453601,387,Cuenta Corriente Premium,340
Usuario 5496,1320X,9763849,357,Cuenta Corriente Premium,228
Usuario 5497,3262X,5319748,678,Cuenta Corriente Premium,89
Usuario 5498,8393X,7765081,441,Cuenta Corriente Premium,218
Usuario 5499,9112X,4544748,893,Cuenta Corriente Premium,242
Usuario 5500,9420X,1417929,890,Cuenta Corriente Premium,6
Usuario 5501,9013X,10997941,380,Cuenta Corriente Premium,13
Usuario 5502,4022X,4861495,572,Cuenta Corriente Premium,387
Usuario 5503,6687X,3806632,443,Cuenta Corriente Premium,46
Usuario 5504,8175X,9202372,394,Cuenta Corriente Premium,306
Usuario 5505,6819X,14840785,712,Cuenta Corriente Premium,325
Usuario 5506,8766X,13185425,665,Cuenta Corriente Premium,337
Usuario 5507,4286X,11977491,421,Cuenta Corriente Premium,19
Usuario 5508,2891X,2494800,852,Cuenta Corriente Premium,377
Usuario 5509,7322X,5131108,528,Cuenta Corriente Premium,137
Usuario 5510,2981X,9032696,838,Cuenta Corriente Premium,11
Usuario 5511,3916X,10671843,849,Cuenta Corriente Premium,101
Usuario 5512,6059X,10378864,376,Cuenta Corriente Premium,338
Usuario 5513,4542X,4279935,626,Cuenta Corriente Premium,277
Usuario 5514,2719X,10896784,472,Cuenta Corriente Premium,228
Usuario 5515,9847X,10269053,540,Cuenta Corriente Premium,211
Usuario 5516,9545X,170115,700,Cuenta Corriente Premium,290
Usuario 5517,2218X,197027,390,Cuenta Corriente Premium,88
Usuario 5518,5011X,11189663,643,Cuenta Corriente Premium,199
Usuario 5519,3916X,920373,647,Cuenta Corriente Premium,92
Usuario 5520,1931X,5754480,492,Cuenta Corriente Premium,285
Usuario 5521,2675X,6185661,313,Cuenta Corriente Premium,71
Usuario 5522,2107X,8685220,707,Cuenta Corriente Premium,24
Usuario 5523,9423X,7751378,550,Cuenta Corriente Premium,306
Usuario 5524,8432X,3335412,897,Cuenta Corriente Premium,385
Usuario 5525,7157X,12379747,794,Cuenta Corriente Premium,296
Usuario 5526,8769X,116882,585,Cuenta Corriente Premium,178
Usuario 5527,7182X,10841627,828,Cuenta Corriente Premium,266
Usuario 5528,8245X,12009496,514,Cuenta Corriente Premium,341
Usuario 5529,3640X,4710561,455,Cuenta Corriente Premium,7
Usuario 5530,6305X,9065424,697,Cuenta Corriente Premium,4
Usuario 5531,4146X,8756341,437,Cuenta Corriente Premium,42
Usuario 5532,6546X,5956227,407,Cuenta Corriente Premium,67
Usuario 5533,3018X,5610593,725,Cuenta Corriente Premium,138
Usuario 5534,9105X,8066163,832,Cuenta Corriente Premium,213
Usuario 5535,9143X,1634405,369,Cuenta Corriente Premium,209
Usuario 5536,5851X,5958666,733,Cuenta Corriente Premium,384
Usuario 5537,5179X,3471020,365,Cuenta Corriente Premium,77
Usuario 5538,8540X,2061501,898,Cuenta Corriente Premium,274
Usuario 5539,4085X,6499535,466,Cuenta Corriente Premium,284
Usuario 5540,4799X,13514851,605,Cuenta Corriente Premium,274
Usuario 5541,5105X,5972223,398,Cuenta Corriente Premium,140
Usuario 5542,7662X,11570975,485,Cuenta Corriente Premium,357
Usuario 5543,3205X,10459277,543,Cuenta Corriente Premium,343
Usuario 5544,4194X,12872285,613,Cuenta Corriente Premium,25
Usuario 5545,1238X,7383853,841,Cuenta Corriente Premium,26
Usuario 5546,4212X,9727582,380,Cuenta Corriente Premium,195
Usuario 5547,9645X,5591932,387,Cuenta Corriente Premium,100
Usuario 5548,8467X,3404584,693,Cuenta Corriente Premium,266
Usuario 5549,4552X,10017444,833,Cuenta Corriente Premium,163
Usuario 5550,3473X,6485729,421,Cuenta Corriente Premium,395
Usuario 5551,2762X,9519255,479,Cuenta Corriente Premium,55
Usuario 5552,6004X,11694817,846,Cuenta Corriente Premium,53
Usuario 5553,5615X,11261059,884,Cuenta Corriente Premium,41
Usuario 5554,1604X,9736400,893,Cuenta Corriente Premium,346
Usuario 5555,5230X,3751981,470,Cuenta Corriente Premium,355
Usuario 5556,3770X,6995809,506,Cuenta Corriente Premium,10
Usuario 5557,6426X,11494116,849,Cuenta Corriente Premium,358
Usuario 5558,3670X,8504198,481,Cuenta Corriente Premium,45
Usuario 5559,8882X,2156096,447,Cuenta Corriente Premium,374
Usuario 5560,1786X,10821090,750,Cuenta Corriente Premium,10
Usuario 5561,4594X,1876421,874,Cuenta Corriente Premium,254
Usuario 5562,8875X,13958137,764,Cuenta Corriente Premium,388
Usuario 5563,6585X,302866,405,Cuenta Corriente Premium,359
Usuario 5564,4467X,1326700,803,Cuenta Corriente Premium,304
Usuario 5565,4610X,8068661,421,Cuenta Corriente Premium,339
Usuario 5566,2166X,4947015,349,Cuenta Corriente Premium,1
Usuario 5567,6371X,5979623,889,Cuenta Corriente Premium,379
Usuario 5568,1397X,14966041,735,Cuenta Corriente Premium,259
Usuario 5569,7875X,7105680,832,Cuenta Corriente Premium,281
Usuario 5570,9363X,5615031,440,Cuenta Corriente Premium,225
Usuario 5571,5522X,6001286,610,Cuenta Corriente Premium,133
Usuario 5572,5532X,3833040,870,Cuenta Corriente Premium,317
Usuario 5573,4991X,6733004,583,Cuenta Corriente Premium,157
Usuario 5574,4152X,9907110,645,Cuenta Corriente Premium,9
Usuario 5575,6938X,1169518,856,Cuenta Corriente Premium,252
Usuario 5576,9087X,12011594,783,Cuenta Corriente Premium,332
Usuario 5577,8284X,6611617,756,Cuenta Corriente Premium,215
Usuario 5578,9703X,12256464,879,Cuenta Corriente Premium,351
Usuario 5579,2959X,4953674,461,Cuenta Corriente Premium,172
Usuario 5580,1809X,6210913,787,Cuenta Corriente Premium,247
Usuario 5581,1502X,4757939,527,Cuenta Corriente Premium,240
Usuario 5582,8294X,2465407,741,Cuenta Corriente Premium,185
Usuario 5583,8087X,12087714,375,Cuenta Corriente Premium,204
Usuario 5584,4611X,8308810,420,Cuenta Corriente Premium,253
Usuario 5585,3462X,6451528,404,Cuenta Corriente Premium,45
Usuario 5586,8175X,8181645,535,Cuenta Corriente Premium,117
Usuario 5587,6186X,3030479,702,Cuenta Corriente Premium,32
Usuario 5588,5120X,7918631,540,Cuenta Corriente Premium,5
Usuario 5589,1441X,2206171,819,Cuenta Corriente Premium,133
Usuario 5590,4238X,8583018,508,Cuenta Corriente Premium,313
Usuario 5591,3280X,10212337,827,Cuenta Corriente Premium,352
Usuario 5592,3633X,11415146,810,Cuenta Corriente Premium,148
Usuario 5593,7238X,2163590,837,Cuenta Corriente Premium,148
Usuario 5594,8431X,10539301,698,Cuenta Corriente Premium,11
Usuario 5595,5353X,12100770,669,Cuenta Corriente Premium,34
Usuario 5596,9008X,8376295,807,Cuenta Corriente Premium,211
Usuario 5597,4408X,5766484,585,Cuenta Corriente Premium,197
Usuario 5598,8726X,3464876,344,Cuenta Corriente Premium,54
Usuario 5599,1818X,9386721,711,Cuenta Corriente Premium,164
Usuario 5600,8658X,2498765,512,Cuenta Corriente Premium,381
Usuario 5601,8912X,2317733,639,Cuenta Corriente Premium,227
Usuario 5602,5417X,7566494,834,Cuenta Corriente Premium,172
Usuario 5603,3738X,9032861,420,Cuenta Corriente Premium,72
Usuario 5604,7602X,13165579,571,Cuenta Corriente Premium,190
Usuario 5605,3925X,3242419,325,Cuenta Corriente Premium,162
Usuario 5606,4783X,11987665,815,Cuenta Corriente Premium,315
Usuario 5607,9906X,1056034,427,Cuenta Corriente Premium,205
Usuario 5608,9871X,12794611,626,Cuenta Corriente Premium,99
Usuario 5609,6720X,14020550,526,Cuenta Corriente Premium,166
Usuario 5610,1555X,14505904,445,Cuenta Corriente Premium,15
Usuario 5611,2361X,5046575,580,Cuenta Corriente Premium,134
Usuario 5612,5403X,8713570,585,Cuenta Corriente Premium,220
Usuario 5613,2851X,405256,330,Cuenta Corriente Premium,339
Usuario 5614,7256X,12024135,426,Cuenta Corriente Premium,138
Usuario 5615,3358X,13982482,891,Cuenta Corriente Premium,51
Usuario 5616,9006X,11659845,313,Cuenta Corriente Premium,148
Usuario 5617,4275X,3481488,550,Cuenta Corriente Premium,321
Usuario 5618,4237X,5364281,665,Cuenta Corriente Premium,150
Usuario 5619,5161X,1034806,453,Cuenta Corriente Premium,352
Usuario 5620,9714X,11506661,702,Cuenta Corriente Premium,142
Usuario 5621,2952X,4171290,674,Cuenta Corriente Premium,195
Usuario 5622,6528X,13035676,550,Cuenta Corriente Premium,12
Usuario 5623,2056X,14821373,693,Cuenta Corriente Premium,381
Usuario 5624,3441X,13273459,751,Cuenta Corriente Premium,123
Usuario 5625,7583X,8871404,750,Cuenta Corriente Premium,319
Usuario 5626,1574X,13991172,381,Cuenta Corriente Premium,75
Usuario 5627,2761X,11125786,512,Cuenta Corriente Premium,50
Usuario 5628,5843X,1614473,791,Cuenta Corriente Premium,339
Usuario 5629,3026X,11819486,365,Cuenta Corriente Premium,329
Usuario 5630,5981X,6540346,818,Cuenta Corriente Premium,393
Usuario 5631,5536X,10247889,358,Cuenta Corriente Premium,358
Usuario 5632,2939X,1941274,616,Cuenta Corriente Premium,184
Usuario 5633,2700X,10248365,682,Cuenta Corriente Premium,268
Usuario 5634,5846X,11925352,656,Cuenta Corriente Premium,152
Usuario 5635,3603X,6897170,446,Cuenta Corriente Premium,261
Usuario 5636,4926X,13664201,325,Cuenta Corriente Premium,325
Usuario 5637,7129X,14613003,465,Cuenta Corriente Premium,172
Usuario 5638,7114X,6732619,705,Cuenta Corriente Premium,67
Usuario 5639,6029X,10980337,356,Cuenta Corriente Premium,82
Usuario 5640,2270X,2548665,403,Cuenta Corriente Premium,48
Usuario 5641,3678X,14250953,671,Cuenta Corriente Premium,378
Usuario 5642,4625X,11200823,894,Cuenta Corriente Premium,347
Usuario 5643,7947X,14701255,330,Cuenta Corriente Premium,95
Usuario 5644,5970X,8488972,542,Cuenta Corriente Premium,358
Usuario 5645,8245X,11595821,881,Cuenta Corriente Premium,154
Usuario 5646,8685X,13845914,856,Cuenta Corriente Premium,122
Usuario 5647,1777X,6545311,720,Cuenta Corriente Premium,302
Usuario 5648,1626X,185664,895,Cuenta Corriente Premium,278
Usuario 5649,5386X,2107269,608,Cuenta Corriente Premium,208
Usuario 5650,1959X,289384,393,Cuenta Corriente Premium,186
Usuario 5651,3996X,12878032,575,Cuenta Corriente Premium,265
Usuario 5652,7451X,7955045,638,Cuenta Corriente Premium,239
Usuario 5653,7245X,766568,573,Cuenta Corriente Premium,345
Usuario 5654,7765X,8413886,856,Cuenta Corriente Premium,141
Usuario 5655,3122X,9212325,396,Cuenta Corriente Premium,267
Usuario 5656,5293X,12546851,832,Cuenta Corriente Premium,9
Usuario 5657,3089X,1017561,865,Cuenta Corriente Premium,353
Usuario 5658,4411X,11978044,721,Cuenta Corriente Premium,55
Usuario 5659,7159X,14630126,738,Cuenta Corriente Premium,353
Usuario 5660,7038X,4154512,851,Cuenta Corriente Premium,184
Usuario 5661,6865X,2355583,812,Cuenta Corriente Premium,231
Usuario 5662,4424X,2578622,490,Cuenta Corriente Premium,82
Usuario 5663,5977X,1096672,495,Cuenta Corriente Premium,369
Usuario 5664,8272X,10796640,846,Cuenta Corriente Premium,92
Usuario 5665,1592X,9877933,657,Cuenta Corriente Premium,45
Usuario 5666,2708X,6779303,391,Cuenta Corriente Premium,309
Usuario 5667,2083X,6631126,839,Cuenta Corriente Premium,40
Usuario 5668,5176X,11500090,499,Cuenta Corriente Premium,44
Usuario 5669,5091X,13074646,422,Cuenta Corriente Premium,235
Usuario 5670,3755X,1255406,517,Cuenta Corriente Premium,354
Usuario 5671,1707X,4470404,557,Cuenta Corriente Premium,86
Usuario 5672,4285X,4892331,527,Cuenta Corriente Premium,257
Usuario 5673,9522X,7496870,622,Cuenta Corriente Premium,213
Usuario 5674,5241X,7461884,558,Cuenta Corriente Premium,256
Usuario 5675,1088X,10732683,368,Cuenta Corriente Premium,343
Usuario 5676,2386X,2710436,459,Cuenta Corriente Premium,14
Usuario 5677,9116X,9836305,631,Cuenta Corriente Premium,64
Usuario 5678,1646X,6471677,545,Cuenta Corriente Premium,397
Usuario 5679,3036X,10008114,715,Cuenta Corriente Premium,65
Usuario 5680,8425X,14010067,306,Cuenta Corriente Premium,233
Usuario 5681,3346X,1506662,333,Cuenta Corriente Premium,105
Usuario 5682,5241X,13705726,589,Cuenta Corriente Premium,387
Usuario 5683,8425X,11725340,737,Cuenta Corriente Premium,167
Usuario 5684,6216X,5073265,414,Cuenta Corriente Premium,10
Usuario 5685,4941X,5770939,382,Cuenta Corriente Premium,151
Usuario 5686,4196X,5663892,589,Cuenta Corriente Premium,248
Usuario 5687,8423X,631213,842,Cuenta Corriente Premium,385
Usuario 5688,7240X,11557947,432,Cuenta Corriente Premium,95
Usuario 5689,3274X,7003554,792,Cuenta Corriente Premium,281
Usuario 5690,2624X,1520021,467,Cuenta Corriente Premium,48
Usuario 5691,6187X,12819425,401,Cuenta Corriente Premium,111
Usuario 5692,5134X,5482806,613,Cuenta Corriente Premium,262
Usuario 5693,8293X,684618,434,Cuenta Corriente Premium,310
Usuario 5694,9890X,2636716,347,Cuenta Corriente Premium,299
Usuario 5695,1791X,299785,856,Cuenta Corriente Premium,327
Usuario 5696,4544X,6317034,481,Cuenta Corriente Premium,264
Usuario 5697,3106X,5762157,684,Cuenta Corriente Premium,186
Usuario 5698,8090X,3857395,688,Cuenta Corriente Premium,344
Usuario 5699,4283X,12083693,417,Cuenta Corriente Premium,113
Usuario 5700,7209X,6560775,675,Cuenta Corriente Premium,135
Usuario 5701,7909X,5341536,659,Cuenta Corriente Premium,32
Usuario 5702,4307X,3083601,521,Cuenta Corriente Premium,170
Usuario 5703,6371X,5583009,746,Cuenta Corriente Premium,280
Usuario 5704,2029X,916820,742,Cuenta Corriente Premium,38
Usuario 5705,8397X,3498551,657,Cuenta Corriente Premium,245
Usuario 5706,9539X,10155876,683,Cuenta Corriente Premium,140
Usuario 5707,9848X,988618,798,Cuenta Corriente Premium,66
Usuario 5708,1036X,9501409,327,Cuenta Corriente Premium,139
Usuario 5709,4209X,565504,391,Cuenta Corriente Premium,247
Usuario 5710,5766X,1718669,544,Cuenta Corriente Premium,384
Usuario 5711,4889X,12850626,593,Cuenta Corriente Premium,198
Usuario 5712,4173X,8492591,611,Cuenta Corriente Premium,279
Usuario 5713,2919X,14358897,825,Cuenta Corriente Premium,319
Usuario 5714,1952X,3358823,700,Cuenta Corriente Premium,8
Usuario 5715,5120X,12845940,740,Cuenta Corriente Premium,96
Usuario 5716,9246X,12056992,303,Cuenta Corriente Premium,375
Usuario 5717,2466X,9721964,678,Cuenta Corriente Premium,213
Usuario 5718,8514X,3630220,521,Cuenta Corriente Premium,20
Usuario 5719,9603X,13565121,738,Cuenta Corriente Premium,160
Usuario 5720,4464X,3305039,819,Cuenta Corriente Premium,277
Usuario 5721,4899X,6859216,561,Cuenta Corriente Premium,155
Usuario 5722,7239X,3619145,666,Cuenta Corriente Premium,146
Usuario 5723,3669X,13382464,563,Cuenta Corriente Premium,223
Usuario 5724,4668X,1047630,558,Cuenta Corriente Premium,193
Usuario 5725,3261X,8265226,420,Cuenta Corriente Premium,122
Usuario 5726,3568X,797990,326,Cuenta Corriente Premium,365
Usuario 5727,3760X,910399,489,Cuenta Corriente Premium,229
Usuario 5728,9773X,148485,805,Cuenta Corriente Premium,82
Usuario 5729,3737X,2523404,416,Cuenta Corriente Premium,362
Usuario 5730,1741X,7627746,323,Cuenta Corriente Premium,123
Usuario 5731,4917X,10430450,663,Cuenta Corriente Premium,280
Usuario 5732,7098X,10500953,829,Cuenta Corriente Premium,41
Usuario 5733,9179X,14653159,642,Cuenta Corriente Premium,76
Usuario 5734,9722X,4167588,313,Cuenta Corriente Premium,397
Usuario 5735,9327X,3246001,433,Cuenta Corriente Premium,308
Usuario 5736,5039X,11692220,858,Cuenta Corriente Premium,213
Usuario 5737,8209X,12404024,758,Cuenta Corriente Premium,66
Usuario 5738,4629X,5910313,422,Cuenta Corriente Premium,105
Usuario 5739,2008X,11508986,549,Cuenta Corriente Premium,69
Usuario 5740,3839X,10965258,838,Cuenta Corriente Premium,159
Usuario 5741,7234X,10468079,477,Cuenta Corriente Premium,211
Usuario 5742,3149X,631957,353,Cuenta Corriente Premium,243
Usuario 5743,3974X,14131550,632,Cuenta Corriente Premium,143
Usuario 5744,1096X,386003,626,Cuenta Corriente Premium,263
Usuario 5745,3130X,4987299,615,Cuenta Corriente Premium,318
Usuario 5746,1482X,13727745,386,Cuenta Corriente Premium,264
Usuario 5747,8123X,9722440,731,Cuenta Corriente Premium,303
Usuario 5748,3227X,5598002,794,Cuenta Corriente Premium,256
Usuario 5749,3713X,14339456,737,Cuenta Corriente Premium,327
Usuario 5750,5845X,5924403,744,Cuenta Corriente Premium,257
Usuario 5751,2808X,8771604,365,Cuenta Corriente Premium,348
Usuario 5752,6691X,14874089,312,Cuenta Corriente Premium,345
Usuario 5753,3810X,2866308,377,Cuenta Corriente Premium,25
Usuario 5754,5832X,3872170,497,Cuenta Corriente Premium,96
Usuario 5755,2382X,7068023,811,Cuenta Corriente Premium,145
Usuario 5756,5224X,7874609,632,Cuenta Corriente Premium,313
Usuario 5757,5175X,8965858,330,Cuenta Corriente Premium,123
Usuario 5758,9254X,6217085,461,Cuenta Corriente Premium,249
Usuario 5759,8880X,10355537,587,Cuenta Corriente Premium,291
Usuario 5760,9498X,12560545,806,Cuenta Corriente Premium,118
Usuario 5761,4053X,103121,657,Cuenta Corriente Premium,150
Usuario 5762,3147X,113442,898,Cuenta Corriente Premium,157
Usuario 5763,2255X,9468989,768,Cuenta Corriente Premium,390
Usuario 5764,9059X,9462883,378,Cuenta Corriente Premium,158
Usuario 5765,9318X,9891201,453,Cuenta Corriente Premium,108
Usuario 5766,3523X,6396701,565,Cuenta Corriente Premium,167
Usuario 5767,5201X,3820796,653,Cuenta Corriente Premium,159
Usuario 5768,4119X,752438,396,Cuenta Corriente Premium,342
Usuario 5769,7265X,3852891,792,Cuenta Corriente Premium,384
Usuario 5770,1542X,1839941,341,Cuenta Corriente Premium,242
Usuario 5771,1259X,10040011,463,Cuenta Corriente Premium,77
Usuario 5772,6277X,12398913,517,Cuenta Corriente Premium,240
Usuario 5773,3687X,12753426,719,Cuenta Corriente Premium,353
Usuario 5774,9673X,13304372,670,Cuenta Corriente Premium,332
Usuario 5775,5070X,3657303,818,Cuenta Corriente Premium,196
Usuario 5776,5075X,10679048,342,Cuenta Corriente Premium,149
Usuario 5777,5305X,2524537,413,Cuenta Corriente Premium,318
Usuario 5778,6053X,7960144,820,Cuenta Corriente Premium,80
Usuario 5779,6502X,10519226,641,Cuenta Corriente Premium,383
Usuario 5780,5415X,14325676,574,Cuenta Corriente Premium,63
Usuario 5781,9196X,13348915,371,Cuenta Corriente Premium,398
Usuario 5782,6985X,1661431,458,Cuenta Corriente Premium,385
Usuario 5783,4690X,10150180,562,Cuenta Corriente Premium,205
Usuario 5784,8037X,10011060,638,Cuenta Corriente Premium,193
Usuario 5785,1914X,12287911,610,Cuenta Corriente Premium,62
Usuario 5786,1877X,4992579,621,Cuenta Corriente Premium,242
Usuario 5787,9777X,753384,357,Cuenta Corriente Premium,246
Usuario 5788,3164X,6270458,576,Cuenta Corriente Premium,139
Usuario 5789,7220X,3724656,335,Cuenta Corriente Premium,52
Usuario 5790,7181X,10598715,400,Cuenta Corriente Premium,136
Usuario 5791,4664X,8432892,763,Cuenta Corriente Premium,263
Usuario 5792,1922X,14339181,797,Cuenta Corriente Premium,174
Usuario 5793,6042X,10398287,824,Cuenta Corriente Premium,28
Usuario 5794,4357X,11389188,468,Cuenta Corriente Premium,163
Usuario 5795,9311X,5516250,576,Cuenta Corriente Premium,389
Usuario 5796,8620X,2046685,604,Cuenta Corriente Premium,172
Usuario 5797,5027X,10582549,869,Cuenta Corriente Premium,162
Usuario 5798,5497X,8150660,320,Cuenta Corriente Premium,337
Usuario 5799,1444X,8311848,695,Cuenta Corriente Premium,269
Usuario 5800,5560X,11827925,794,Cuenta Corriente Premium,99
Usuario 5801,4595X,13524002,665,Cuenta Corriente Premium,3
Usuario 5802,1788X,13552551,328,Cuenta Corriente Premium,47
Usuario 5803,2313X,4622890,447,Cuenta Corriente Premium,396
Usuario 5804,2583X,12516443,599,Cuenta Corriente Premium,223
Usuario 5805,7255X,7604162,548,Cuenta Corriente Premium,113
Usuario 5806,8995X,3415586,594,Cuenta Corriente Premium,19
Usuario 5807,6720X,541024,649,Cuenta Corriente Premium,247
Usuario 5808,9648X,13339794,374,Cuenta Corriente Premium,387
Usuario 5809,1882X,1890500,770,Cuenta Corriente Premium,165
Usuario 5810,7831X,8044590,533,Cuenta Corriente Premium,74
Usuario 5811,5326X,2922591,403,Cuenta Corriente Premium,169
Usuario 5812,8519X,671919,766,Cuenta Corriente Premium,165
Usuario 5813,7977X,1795792,380,Cuenta Corriente Premium,295
Usuario 5814,7128X,6605579,735,Cuenta Corriente Premium,302
Usuario 5815,3000X,7391099,453,Cuenta Corriente Premium,104
Usuario 5816,4793X,5608429,374,Cuenta Corriente Premium,349
Usuario 5817,4490X,11260436,777,Cuenta Corriente Premium,42
Usuario 5818,8491X,9070431,656,Cuenta Corriente Premium,19
Usuario 5819,1048X,11730452,682,Cuenta Corriente Premium,135
Usuario 5820,6513X,2162588,559,Cuenta Corriente Premium,379
Usuario 5821,8113X,4580159,744,Cuenta Corriente Premium,15
Usuario 5822,8416X,7230482,744,Cuenta Corriente Premium,327
Usuario 5823,8457X,12566094,704,Cuenta Corriente Premium,382
Usuario 5824,7682X,11864985,306,Cuenta Corriente Premium,71
Usuario 5825,4841X,9564654,760,Cuenta Corriente Premium,141
Usuario 5826,1692X,6315676,761,Cuenta Corriente Premium,153
Usuario 5827,8755X,7411923,349,Cuenta Corriente Premium,320
Usuario 5828,9493X,1136538,801,Cuenta Corriente Premium,317
Usuario 5829,8165X,5361267,320,Cuenta Corriente Premium,241
Usuario 5830,5013X,6977094,739,Cuenta Corriente Premium,100
Usuario 5831,5382X,8637627,409,Cuenta Corriente Premium,232
Usuario 5832,6252X,4590114,477,Cuenta Corriente Premium,170
Usuario 5833,3756X,6749299,633,Cuenta Corriente Premium,51
Usuario 5834,8995X,13369039,900,Cuenta Corriente Premium,316
Usuario 5835,3539X,2236269,572,Cuenta Corriente Premium,120
Usuario 5836,5133X,12937867,728,Cuenta Corriente Premium,123
Usuario 5837,8775X,14100457,857,Cuenta Corriente Premium,15
Usuario 5838,2602X,2429033,407,Cuenta Corriente Premium,151
Usuario 5839,8032X,6560724,793,Cuenta Corriente Premium,394
Usuario 5840,2954X,3043617,764,Cuenta Corriente Premium,268
Usuario 5841,3720X,2345473,316,Cuenta Corriente Premium,372
Usuario 5842,1936X,5680803,362,Cuenta Corriente Premium,182
Usuario 5843,8941X,1746297,461,Cuenta Corriente Premium,113
Usuario 5844,1921X,3252771,772,Cuenta Corriente Premium,124
Usuario 5845,3166X,10552080,574,Cuenta Corriente Premium,267
Usuario 5846,3691X,11780961,876,Cuenta Corriente Premium,396
Usuario 5847,3280X,3668089,828,Cuenta Corriente Premium,293
Usuario 5848,9301X,6745887,880,Cuenta Corriente Premium,364
Usuario 5849,5458X,9849539,645,Cuenta Corriente Premium,282
Usuario 5850,5330X,13221060,617,Cuenta Corriente Premium,309
Usuario 5851,5244X,2095372,678,Cuenta Corriente Premium,26
Usuario 5852,2182X,12671407,503,Cuenta Corriente Premium,254
Usuario 5853,3294X,14482593,399,Cuenta Corriente Premium,126
Usuario 5854,1815X,5537867,617,Cuenta Corriente Premium,138
Usuario 5855,4025X,9360500,602,Cuenta Corriente Premium,340
Usuario 5856,6492X,9683699,488,Cuenta Corriente Premium,380
Usuario 5857,4029X,3467469,764,Cuenta Corriente Premium,21
Usuario 5858,1401X,3899191,831,Cuenta Corriente Premium,279
Usuario 5859,5191X,2129719,839,Cuenta Corriente Premium,63
Usuario 5860,3346X,13483390,304,Cuenta Corriente Premium,350
Usuario 5861,7028X,7365705,556,Cuenta Corriente Premium,218
Usuario 5862,9297X,14680860,628,Cuenta Corriente Premium,241
Usuario 5863,9193X,9854709,417,Cuenta Corriente Premium,136
Usuario 5864,9304X,8628609,744,Cuenta Corriente Premium,202
Usuario 5865,2691X,6370836,599,Cuenta Corriente Premium,346
Usuario 5866,6258X,657674,423,Cuenta Corriente Premium,180
Usuario 5867,2222X,8512666,408,Cuenta Corriente Premium,19
Usuario 5868,6337X,7035142,697,Cuenta Corriente Premium,2
Usuario 5869,9421X,8986654,621,Cuenta Corriente Premium,169
Usuario 5870,4845X,1580526,790,Cuenta Corriente Premium,119
Usuario 5871,7511X,12559053,461,Cuenta Corriente Premium,115
